id_badan_usaha,nama_badan_usaha,kode_badan_usaha,nib,npwp_badan_usaha,no_telp,email,alamat,kode_pos,rt,rw,jenis_badan_usaha,scraped_at
611426541028643445,KARYA EMAS MULTISANI,4071,9120206511939,002475888*******,,,"Jalan Ahmad Yani no. 2, RT. 05 RW. 00, Dusun Sebrang, Desa Selinsing, Kecamatan Gantung, Kabupaten Belitung Timur (alamat Belitung)  dan Jln. Boulevard Barat, RUKAN FRENCH WALK, KELAPA GADING SQUARE, Blok L, Nomor 007 (alamat Jakarta)",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:42:42.647488
611426870688356382,KARYA EMAS SUWANA MAKMUR,19514,null_19514,42256772*******,,,"Menara Sun Life lantai 21, Jl. Dr. Ide Anak agung Gede Blok 6.3.
Kawasan Mega kuningan , , Kota Adm. Jakarta Selatan, Provinsi DKI
Jakarta,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:42:45.279764
611426541028643446,KARYA ENERGI MAKMUR,4072,0811210042635,002663181*******,021- 53652226,,JL. S. PARMAN KAV. 37 B JAKARTA BARAT 11480-INDONESIA,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:42:47.693270
611426541032837442,KARYA INTAN MAKSIMA,4076,9120505980426,002399447*******,0215151535_____,,"INDONESIA STOCK EXCHANGE BUILDING TOWER 1 LT 29, SUITE 2903, SUDIRMAN CENTRAL BUSINESS DISTRICT",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:42:50.160430
611426894583306180,KARYA INTI PRESTASI,20571,9120106471111,02234869*******,081251551481___,,"JALAN CEMPAKA PUTIH RT25, DESA MELAYU, KECAMATAN TEWEH, KABUPATEN BARITO UTARA, PROVINSI KALIMANTAN TENGAH",,,,Perusahaan Komanditer (CV),2026-06-10T07:42:52.674679
611426541032837444,KARYA INTI SAKTI BARA,4078,8120119122671,003230321*******,02130055657,,"CEO SUITE, AXA TOWER LT.45, JL PROF. DR.SATRIO KAV.18, RT 14/RW.04 KEL. KARET KUNINGAN, KEC. SETIABUDI, JAKARTA SELATAN 12940",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:42:55.274162
611426911951921085,KARYA JAYA BAROQAH,21283,0509240105951,20619023*******,085256787334___,,Dusun Irigasi Desa Tamaila Kecamatan Tolangohula,,,,Perusahaan Komanditer (CV),2026-06-10T07:42:57.813238
611426870679966011,KARYAJAYA SUKSES MAKMUR,19500,2302230090322,62532242*******,0282216599763__,,"kp. leuweunggaha RT.001/005 Desa Sukalaksana, Kecamatan Banyuresmi Kabupaten Garut Jawa, Barat",,,,Perusahaan Komanditer (CV),2026-06-10T07:43:00.332544
611426906365107853,KARYA LOKA BARABATU,20990,0701240013316,99737876*******,081523626355___,,"Desa Barabatu, Kecamatan Labbakang, Kabupaten Pangkep",,,,Perusahaan Komanditer (CV),2026-06-10T07:43:02.787377
611426755265303175,KARYA MANDIRI ANUGERAH,15027,0220300171755,072610361*******,081345630599___,,"Dusun Palai, Desa Sempalai Sebedang Kecamatan Sebawi Kabupaten Sambas Provinsi Kalimantan Barat",,,,Perusahaan Komanditer (CV),2026-06-10T07:43:05.408993
611426541037031992,KARYA MEGAH BUTON,4090,9120203362321,002387683*******,02156959150____,kmegahbuton@gmail.com,"JL. DR.MAKALIWE RAYA NO. 16A GROGOL PETAMBURAN, JAKARTA",11450,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:07.983153
611426723111770707,KARYA MELATI BELITONG,13675,9120003390612,90406225*******,,,"DUSUN TANJUNG BELANTU, SIMPANG PESAK, BELITUNG TIMUR",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:10.475422
611426912006446955,KARYA MENARA ABADI TRAD,21383,null_21383,,0218563810,karyamenaraabaditrad@gmail.com,"JALAN KRAMAT ASEM RAYA NO.10, Kelurahan Utan Kayu Selatan, Kec. Matraman, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta, Kode Pos: 13120",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:12.924405
611426821304619190,KARYA MIGAS INDOTAMA,17714,null_17714,03305732*******,081316694633,karyamigasindotama@gmail.com,"Ruko TB. Simatupang Graha Zima Blok C No.4, Jl. TB. Simatupang, Desa/Kelurahan Gedong, Kec. Pasar Rebo, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta, Kode Pos: 13760",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:15.370546
611426841202400805,KARYA MINERAL KARUNIA PERSADA,18510,null_18510,61699487*******,,,"Gedung Antam Office Park Tower B Lt. 11, Jl. TB. Simatupang No. 1,
Desa/Kelurahan Tanjung Barat, Kec. Jagakarsa, Kota Adm. Jakarta
Selatan, Provinsi DKI Jakarta",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:17.840510
611426870717717765,KARYA MINERAL OMEGA,19558,null_19558,63797533*******,,,"PLAZA ASIA LANTAI 6, JALAN JENDERAL SUDIRMAN KAV. 59,
Desa/Kelurahan Senayan, Kec. Kebayoran Baru, Kota Adm. Jakarta
Selatan, Provinsi DKI Jakarta,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:20.212796
611426863625149678,KARYA MULYA,19216,null_19216,75531821*******,,,"JL MALEO XV BLOK JC 7 NO. 1, Desa/Kelurahan Pondok Pucung, Kec.
Pondok Aren, Kota Tangerang Selatan, Provinsi Banten,
Kode Pos: 15229",,,,Perusahaan Komanditer (CV),2026-06-10T07:43:22.698020
611426928662024292,KARYA NIAGA MINERAL,22111,null_22111,,,,"JL. BOULEVARD RUKO JASPER II NO. 71, Desa/Kelurahan Masale,
Kec. Panakkukang, Kota Makassar, Provinsi Sulawesi Selatan,
Kode Pos: 90231",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:25.078836
611426863675481805,KARYA PALMALINDO ANUGERAH,19284,9120109661523,002831083*******,,,"GEDUNG PERMATA KUNINGAN LANTAI 16 UNIT 05, JL. KUNINGAN
MULIA KAV. 9C, Desa/Kelurahan Guntur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta,
Kode Pos: 12910",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:27.819838
611426883866860756,KARYA PATRIOT INDONESIA,20102,null_20102,03972041*******,,,"KAWASAN EKONOMI KHUSUS GALANG BATANG, Desa/Kelurahan
Gunung Kijang, Kec. Gunung Kijang, Kab. Bintan, Provinsi Kepulauan
Riau, Kode Pos: 29151",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:30.282513
611426541041227539,KARYA PERINTIS SEJATI,4102,0220106381415,02635644*******,0711351983,ptkaryaperintissejati@gmail.com,JALAN DR. M. ISA NO.01 RT.025 RW.007 KELURAHAN KUTO BATU KECAMATAN ILIR TIMUR III,30111,35,07,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:32.708927
611426541041227540,KARYA PERMATA PRIMA,4103,0264000922024,02852875*******,,,"Kampung Sumber Bangun, Kel. Sekolaq Darat, Kec. Sekolaq Darat, Kab. Kutai Barat, Provinsi Kalimantan Timur",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:35.211788
611426769358167484,KARYA PUTERA BANGKA BELITUNG,15674,9120103491007,80052381*******,081388798234___,,"Jl. Raya Manggar Gantung Dusun Padang No. 19, Kelurahan Padang, Kecamatan Manggar, Kabupaten Belitung Timur, Prov Kepulauan Bangka Belitung",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:37.678306
611426541045420876,KARYA PUTRA BORNEO,4110,8120217212611,02642355*******,0541-7277100,coal@oorjaindonesia.com,"Jl. Gerbang Dayaku Blok. 000 No.000, Kel. Bakungan, Kec. Loa Janan, Kab. Kutai Kartanegara, Provinsi Kalimantan Timur, 75391",75391,000,012,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:40.169483
611426541045420878,KARYA PUTRA KONTARA,4112,0206010102589,002678777*******,082197309464,ptkaryaputrakontara@gmail.com,"JL.HALUOLEO, RT 001, RW 003, MOKOU, KAMBU, KENDARI",93231,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:42.667759
611426928607500119,KARYA RAYA BERSAMA,22031,2306220028972,65882906*******,0217505555_____,,"Rukan Fatmawati Mas Nomor 312, Jalan RS. Fatmawati Nomor 20 Kelurahan Cilandak Barat, Kecamatan Cilandak",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:45.116139
611426878137439252,KARYA RAYA INDOMANDIRI,19812,null_19812,61269644*******,,,"Jalan Donald Isaac Panjaitan, Desa/Kelurahan Jelutung, Kec. Jelutung,
Kota Jambi, Provinsi Jambi,
Kode Pos: 36136",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:47.613774
611426835229711374,KARYA REKA ENJINERING,18323,null_18323,74715721*******,021-29745083,pt.karyarekaenjinering1@gmail.com,"Komplek Ruko Toho Blok D/15, Pantai Indah Kapuk, lantai 3, Desa/Kelurahan Kelapa Gading Barat, Kec. Kelapa Gading, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta: Kode Pos: 14240",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:50.052592
611426723191462344,KARYA RES LISBETH MINERAL,13786,9120005511315,002437823*******,0816552271_____,sinarmuliasejahtera2015@gmail.com,"JL. Kayu manis no.9, Kelurahan Penarung, Kecamatan Pahandut, Kota Palngka raya, kalimantan Tengah 74874",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:52.489764
611426928611696032,KARYA SAKTI GLOBALINDO,22036,2503250006055,100000000*******,085382568455,ksaktiglobalindo@gmail.com,Jl. Chairil Anwar Nomor I LK II,35116,005,000,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:55.387427
611426541049614450,KARYA SAKTI PURNAMA,4116,9120217072923,001761285*******,,,"JL. PELABUHAN II KM. 15 BOJONG-KEC. CIKEMBAR, KAB. SUKABUMI",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:43:58.121872
611426691918731820,KARYA SELARAS PARAHYANGAN,12528,9120106250679,031759707*******,08122000844____,,"Jl Raya Batujajar KM.02. RT 009, RW 003, Kp. Ciampel, Desa Laksanamekar, Kecamatan Padalarang, Kabupaten Bandung Barat, Jawa Barat",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:00.602984
611426835212934130,KARYA SEMBADA ENERGI,18297,null_18297,61313351*******,02130489999,energikaryasembada@gmail.com,"Jl. RA. Kartini Kav. 8, South Quarter Tower A Lt. 6 Unit C, Desa/Kelurahan Cilandak Barat, Kec. Cilandak, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta: Kode Pos: 12430",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:03.089367
611426665196821960,KARYA SEMEN TUBAN,11053,8120115230336,02255799*******,,,"Desa Banjaragung, Kecamatan Rengel",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:05.502671
611426639204717225,KARYA SENJA SEJAHTERA,9494,null_9494,74212474*******,,,"Jalan	Kemanggisan	Utama	Raya	Nomor	J7	,	Desa/Kelurahan Kemanggisan,	Kec.	Pal	Merah,	Kota	Adm.	Jakarta	Barat,	Provinsi	DKI Jakarta, Kode	Pos:	11480",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:07.953354
611426856440306783,KARYA SILICA ENERGY,19025,0811210048507,053163075*******,082155740004,ptkaryasilicaenergy@gmail.com,Jalan Hasan Basri Nomor 45D,75117,019,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:10.390734
611426789037839518,KARYA SILIKA UTAMA,16328,2809210041149,43685567*******,081222179168___,,"Jl.	Batu	Ceper	No	19	G,	Kel.	Kebon	Kelapa,	Kec.	Gambir,	Kota	Adm.
Jakarta	Pusat,	Provinsi	DKI	Jakarta,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:12.800273
611426541053809841,KARYA SILVI,4125,1221000141795,002554672*******,05425620575____,,JL. LETKOL. H. ASNAWI ARBAIN. NO. 007. DESA/KELURAHAN. GUNUNGBAHAGIA. KECAMATAN BALIKPAPAN SELATAN. KOTA BALIKPAPAN. PROVINSI KALIMANTAN TIMUR.,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:15.276855
611426918180460396,KARYA SINERGI RESOURCES,21572,null_21572,,6580399604,karyasinergiresources@gmail.com,"Gowork Senayan City, Panin Tower, 10th Floor, Jalan Asia Afrika Lot 19,
Desa/Kelurahan Gelora, Kec. Tanah Abang, Kota Adm. Jakarta Pusat,
Provinsi DKI Jakarta,
Kode Pos: 10270",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:17.941619
611426888908411501,KARYA SINGASARI ABADI,20221,null_20221,31350550*******,0341497792,ksa.office2013@yahoo.co.id,"Perum Pondok Blimbing Indah C-6/9, , Kota Malang, Provinsi Jawa Timur, Kode Pos: 65126",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:20.518418
611426849049941186,KARYA SOPAI SEJAHTERA,18747,9120306830891,75100849*******,082345278880___,,JALAN KARANJALEMBA LORONG LAMBORI,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:22.911762
611426883820723917,KARYA SUKSES BARA SEMERU,20026,null_20026,02107232*******,0811512525,ptkaryasuksesbarasemeru@gmail.com,"JALAN JUANDA 7F NOMOR 999, Desa/Kelurahan Gunung Kelua, Kec.
Samarinda Ulu, Kota Samarinda, Provinsi Kalimantan Timur,
Kode Pos: 75123",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:25.514031
611426878099693427,KARYA SUKSES GLOBALINDO,19746,null_19746,99334539*******,,karyasukses.globalindo@gmail.com,"Jl. Insinyur Sutami Nomor 11, Desa/Kelurahan Kaliasin, Kec. Tanjung Bintang, Kab. Lampung Selatan, Provinsi Lampung, Kode Pos: 35361",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:28.032706
611426918176265202,KARYA SUMBER ALAM,21568,null_21568,,,,"JL. KOKROSONO NO. A-11, Desa/Kelurahan Panggung Lor, Kec.
Semarang Utara, Kota Semarang, Provinsi Jawa Tengah,
Kode Pos: 50177",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:30.569490
611426541062200775,KARYATAMA KONAWE UTARA,4145,9120202702924,002678779*******,081990911992,,"KABUPATEN KONAWE UTARA, SULAWESI TENGGARA",93354,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:33.132399
611426748680245855,KARYATAMA SUKSES MAKMUR,14750,9120119260133,003183135*******,081382648678___,,Jalan Alam Damai Nomor 8 Kelurahan Way Halim Permai Kecamatan Way Halim Kota Bandar Lampung,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:35.596350
611426704187068793,KARYA TAMBANG MANDIRI,13103,0220204251746,076256208*******,,,"JL PALAPA III B NO.07, BENUA MELAYU DARAT, PONTIANAK SELATAN",,,,Perusahaan Komanditer (CV),2026-06-10T07:44:38.310287
611426934169148260,KARYA TAMBANG SENTOSA,22162,0610230028107,050138791*******,081119970565___,,"APL Tower Lantai 38 Unit T 5, Jl. Letjend S. Parman Kav. 28, Desa/Kelurahan Tanjung Duren Selatan, Kec. Grogol Petamburan, Kota Adm. Jakarta Barat.",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:41.199883
611426681802069055,KARYA TULUS BAKTI BERSAMA,11952,1233000120578,80176844*******,,,,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:43.685450
611426906356716128,KARYA UNGGUL PERMAI,20970,1710230147058,050744207*******,,,"Gedung Cyber 2 Tower Lantai 17 Jalan H.R. Rasuna Said Block X-5,
Kaveling 13, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm.
Jakarta Selatan, Provinsi DKI Jakarta,
Kode Pos: 12950",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:46.295107
611426639141805411,KARYA URAM FAMILI,9365,1263000232137,83895563*******,07367321062____,,"Jl Pasar Terminal Muara Aman, RT.003/RW.002 Kelurahan Amen",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:48.687947
611426639238273788,KARYA USAHA ANEKA TAMBANG SOLOK SELATAN INDONESIA,9575,9120209631971,002404029*******,0215882729,kuatassi@gmail.com,"RUKO GALERI NIAGA MEDITERANIA BLOK X-3 KAV.NO.B-8J, RT.006/RW.008, KEL.KAPUK MUARA, KEC.PENJARINGAN",14460,006,008,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:51.219295
611426541058006816,KARYA USAHA PERTIWI,4134,8120002820911,001905046*******,0541733277,,JALAN BATUBARA NOMOR 8,75123,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:53.856479
611426748764134809,KARYA UTAMA INFRASTRUKTUR,14868,9120009813405,92565741*******,081322003801___,,JL.TELAGA DEWI No.62 TAMAN KHAYANGANG TJ.BUNGA MAKASSAR,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:56.295994
611426828904701343,KARYA UTAMA MINERGI,18024,null_18024,60778395*******,,,"PERUM GRIYA ASRI UTAMA JL. TAMBAK LANGSAT NO.B2,
Desa/Kelurahan Syamsudin Noor, Kec. Landasan Ulin, Kota Banjarbaru,
Provinsi Kalimantan Selatan",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:44:58.759623
611426541058006820,KARYA WIJAYA,4138,3112210021603,001731158*******,02157948028,karyawijaya.bela@gmail.com,"Menara Prima Lantai 15 Unit D, Jalan Dr. Ide Anak Agung Gde Agung Blok 6.2, Kawasan Mega Kuningan",12950,000,000,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:01.580767
611426878032582016,KASE JAYA PERKASA,19653,null_19653,60617303*******,081230552545,ptkasejayaperkasa@gmail.com,"JL. KARAH AGUNG VII A/16, Desa/Kelurahan Karah, Kec. Jambangan,
Kota Surabaya, Provinsi Jawa Timur,
Kode Pos: 60232",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:04.379145
611426835183573029,KASIH ANUGERAH JAYA,18245,2211220000431,02623776*******,081212930286___,,"Mega	Kuningan	Lot	8.9,	Kawasan	Mega	Kuningan,	Gedung	Kantor	Taman
A9	Unit	C7,	Lt.5",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:06.871060
611426654421653272,KASIH COAL RESOURCES,10356,8120018041691,03042338*******,02129778023,kasihcoalresources@gmail.com,"MAQNA Office No. 23, Business Park Kebon Jeruk, Jl. Meruya Ilir Raya No. 88,",11610,001,005,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:09.407749
611426541062200780,KASIH KARYA AGUNG,4150,8120311120657,002524604*******,081377776937___,,"Jl. Sang Merah Putih No. 32 A, Ilir Barat, Palembang",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:11.876339
611426795329297958,KASMAR POLEANG RAYA,16747,1206000142101,041201760*******,0218459790102__,,"Gedung Bank Panin Lantai 6, Jalan Jenderal Sudirman, Kav. 1, Gelora, Tanah Abang, Jakarta Pusat 10270",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:14.313932
611426545692709477,KASMAR TIAR RAYA,4156,0809250060132,002275794*******,085242799127,kasmartiaraya955@gmail.coM,JL.GEDUNG ABA LPI UNIT 101 JL. CIKINI RAYA NO.64,10330,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:16.923744
611426545696903441,KASONGAN BUMI KENCANA,4158,8120101920765,001061571*******,0536 3242116,,"JL. GARUDA VI NO.4 RT.003/RW.025, KEL. PALANGKA, KEC. JEKAN RAYA, KOTA PALANGKARAYA, KALIMANTAN TENGAH",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:19.433941
611426748734773682,KASTINDO PRIMA ENERGI,14818,1247000200968,041385796*******,081355635343,kastindo.21.group@gmail.com,"JL SIDOMULYO, NO 29, Kel. Margo Mulyo, Kec. Balikpapan Barat, Kota Balikpapan, Prov. Kalimantan Timur, Kode Pos: 76131 - Indonesia",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:21.846508
611426863612565581,KASTON INDO PERKASA,19199,null_19199,61950581*******,,,"Komp. Nagoya Newtown Blok M No. 2, Desa/Kelurahan Lubuk Baja Kota,
Kec. Lubuk Baja, Kota Batam, Provinsi Kepulauan Riau,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:24.376068
611426545709488361,KATINGAN RIA,4173,8120107941587,002676535*******,622129110015,katinganria@gmail.com,"JL.RAJAWALI III NO.67B RT003/RWIII,BUKIT TUNGGAL,PAHANDUT",73111,003,111,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:27.020405
611426911918365802,KATLA CELLINDO BERJAYA,21224,null_21224,,,,"JL.RAYA	JATIWARINGIN	NO.54,	Desa/Kelurahan	Jaticempaka,	Kec. Pondokgede,	Kota	Bekasi,	Provinsi	Jawa	Barat, Kode	Pos:	17411",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:29.597218
646416996140980583,KAVAZA REJEKI ABADI,646416996140980583,2207240137683,021403809*******,087865338645,kavazarejekiabadi@gmail.com,Perum PWS Jalan Azelia VI No.12,15720,000,000,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:32.593383
611426755349192102,Kawan Kita Lestari,15153,9120105821649,71615337*******,02156959060____,,Jl. Panjang 29,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:35.528444
662214232280013998,KAWASAN INDUSTRI ANTAM TIMUR,662214232280013998,2802230063464,073134477*******,0811402714,pt.kawasanindustriantamtimur@gmail.com,"Antam Office Park Tower B, 11Th Floor, #1102, Jalan T.B Simatupang Nomor : 1, Jakarta Selatan,12530",12530,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:38.207486
611426545726266816,KAYAN KALTARA COAL,4190,9120003261765,066218384*******,055223103,,"JLN. SABANAR NO.88 RT.27, TANJUNG SELOR KELURAHAN . TANJUNG SELOR HILIR KECAMATAN TANJUNG SELOR, KABUPATEN BULUNGAN, PROVINSI KALIMANTAN UTARA",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:40.662510
611426545726266818,KAYAN PUTRA UTAMA COAL,4192,8120016151237,001968781*******,055122281______,,"Jalan Yos Sudarso  Tarakan Plaza Office Building No. 089 RT.011, Kelurahan Karang Balik, Tarakan Barat, Kota Tarakan, Provinsi Kalimantan Utara",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:43.776214
611426644455986025,KCH INDONESIA,9948,null_9948,03037397*******,(021) 29333719,ptkchindonesia@gmail.com,"Office 8 Lt. 18 F, Jl. Jend Sudirman Kav. 52-53, SCBD, Kel. Senayan, Kec. Kebayoran Baru, Jakarta Selatan",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:46.365436
611426649384293179,KDM ARGO ENERGY,10189,null_10189,02524051*******,,,"Jalan Ammonia Kav. 79, Wisma KIE Lantai 2, Desa/Kelurahan Guntung,
Kec. Bontang Utara, Kota Bontang, Provinsi Kalimantan Timur,
Kode Pos: 75314",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:48.772581
611426888874856833,KEBO JAYA,20164,1291001471453,41992305*******,085334201462___,,"Desa Ngadirenggo, Kecamatan Pogalan, Kabupaten Trenggalek, Provinsi Jawa Timur",,,,Perusahaan Komanditer (CV),2026-06-10T07:45:51.374156
611426545730461525,KEDAP SAYAAQ,4197,8120113070055,002796775*******,05454045990,,"JL.SENDAWAR RAYA, KOMP. BUSINESS CENTER TINGGI DIRAJA, BLOK A NO.10 RT.001, KEL. BARONG TONGKOK, KEC. BARONG TONGKOK, KAB. KUTAI BARAT, KALIMANTAN TIMUR",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:53.872101
611426911922560136,KEDAUNG ENERGI MINERAL,21234,null_21234,,,,"JALAN GADING KIRANA TIMUR A-11/15 , Desa/Kelurahan Kelapa
Gading Barat, Kec. Kelapa Gading, Kota Adm. Jakarta Utara, Provinsi DKI
Jakarta,
Kode Pos: 14240",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:56.343828
611426545734652888,KEINZ VENTURA,4201,8120119122263,002932645*******,0215150508_____,,"Gedung Kirana Two Lantai 10-A, Jalan Boulevard Timur No. 88, RT. 005, RW. 002, Pegangsaan Dua, Kelapa Gading, Jakarta Utara",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:45:58.951041
611426748751549246,KEJORA PRATAMA MINERAL,14849,1299000680286,042642355*******,02129657894,kejorapratamamineral@gmail.com,"Alamanda Tower, Lantai 25",12430,001,01,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:01.414869
611426545734652889,KEKAL ADIDAYA,4202,9120308161967,002751566*******,0217207178_____,,"Gedung Graha Iskandarsyah Lantai 6, Jalan Iskandarsyah Raya No 66C, Melawai, Kebayoran Baru",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:03.916839
611426649346546794,KELINCI KARYA SAMPOERNA,10130,null_10130,03229407*******,081256003900,kelincikaryasampoerna@yahoo.com,"Jl.SM. Amin, Desa/Kelurahan Simpangbaru, Kec. Binawidya, Kota Pekanbaru, Provinsi Riau, Kode Pos: 28293",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:06.493123
611426545738847809,KELOMPOK DELAPAN INDONESIA,4207,9120100541369,002275854*******,02157956866____,legaldoc@kdi.co.id,"Jl. Penjernihan 1, RT.5/RW.7, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",10210,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:08.962857
611426545764014387,KELUARGA SEJAHTERA,4237,9120109740326,002172881*******,082251455723,cv.keluarga.sejahtera1@gmail.com,JALAN AL MANAR ,70814,005,000,Perusahaan Komanditer (CV),2026-06-10T07:46:11.839784
611426870663190149,KEMALO BARA NUSANTARA,19474,null_19474,40626480*******,081319612079,kemalo.bn.pt@gmail.com,"Jalan Mangga, Desa/Kelurahan Lingkar Timur, Kec. Singaran Pati, Kota Bengkulu, Provinsi Bengkulu, Kode Pos: 38221",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:14.332759
611426545768210321,KEMBAR EMAS SULTRA,4245,1201220011802,002334585*******,02139713333____,,"Jalan Bunga Seroja Nomor 21, Kel. Lahundape, Kec. Kendari Barat, Kota Kendari, Provinsi Sulawesi Tenggara 93127",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:16.931769
611426888979715037,KEMBAR JAYA SENTOSA ABADI,20349,0604230068107,40531494*******,082281935639___,,"PULAU BARU, IPUH, MUKOMUKO, BENGKULU",,,,Perusahaan Komanditer (CV),2026-06-10T07:46:19.366738
611426782746385428,KEMENANGAN GILANG ENERGI,15998,null_15998,43771712*******,087851665605,k.gilangenergi@gmail.com,"GRAHA NATURA AA30, JALAN SAMBIKEREP, Kel. Lontar, Kec. Sambikerep, Kota Surabaya, Provinsi Jawa Timur, Kode Pos: 60216",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:22.090460
611426918146906234,KEMILAU BERSAMA SAHABAT,21515,3006220021606,060037660*******,08114127050____,,"Desa/Kelurahan	Lamokula, Kec. Moramo Utara, Kab. Konawe Selatan, Provinsi Sulawesi Tenggara",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T07:46:24.519134
